PURCHASE_ORDER_ID,PURCHASE_ORDER_NUMBER,PURCHASE_ORDER_DATE,REVISION_NUMBER,SUPPLIER_ID,SUPPLIER_SITE_ID,BUYER_EMPLOYEE_ID,PURCHASE_ORDER_TYPE,PURCHASE_ORDER_STATUS,CURRENCY_ID,PAYMENT_TERMS,SHIPPING_TERMS,SHIP_TO_SITE_ID,SHIP_TO_LOCATION_ID,BILL_TO_ORGANIZATION_ID,TOTAL_PURCHASE_ORDER_VALUE,VENDOR_REFERENCE_NUMBER,ERP_SOURCE_SYSTEM,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
1587,PO-SAP-00001587,2023-03-14,0,77,,39,STANDARD,OPEN,1,NET60,FOB,2,,1,2947024.24,VR-00001587,SAP_US_WEST,2023-03-14 00:00:00,,True,SYSTEM,2023-03-14 00:00:00,SYSTEM,2023-03-14 00:00:00
1588,PO-SAP-00001588,2024-01-01,0,16,,39,BLANKET,CANCELLED,2,NET30,CIF,5,,1,3932254.78,VR-00001588,SAP_UK,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
1589,PO-BAA-00001589,2024-04-25,0,11,,87,CONTRACT,APPROVED,2,NET45,FOB,6,,1,11532719.31,VR-00001589,BAAN_PLANT_3,2024-04-25 00:00:00,,True,SYSTEM,2024-04-25 00:00:00,SYSTEM,2024-04-25 00:00:00
1590,PO-SAP-00001590,2023-12-01,0,187,,89,BLANKET,APPROVED,5,NET45,DDP,4,,4,7817174.96,VR-00001590,SAP_US_CENTRAL,2023-12-01 00:00:00,,True,SYSTEM,2023-12-01 00:00:00,SYSTEM,2023-12-01 00:00:00
1591,PO-CUS-00001591,2024-06-17,0,137,,39,CONTRACT,CANCELLED,3,NET60,EXW,7,,6,265641.94,VR-00001591,CUSTOM_MES_1,2024-06-17 00:00:00,,True,SYSTEM,2024-06-17 00:00:00,SYSTEM,2024-06-17 00:00:00
1592,PO-SAP-00001592,2024-06-17,0,69,,39,STANDARD,OPEN,1,NET30,CIF,6,,7,419589.27,VR-00001592,SAP_ITALY,2024-06-17 00:00:00,,True,SYSTEM,2024-06-17 00:00:00,SYSTEM,2024-06-17 00:00:00
1593,PO-BIO-00001593,2024-01-10,0,13,,13,CONTRACT,OPEN,3,NET60,DDP,8,,4,5048864.55,VR-00001593,BIOFLOW_LAB_EU,2024-01-10 00:00:00,,True,SYSTEM,2024-01-10 00:00:00,SYSTEM,2024-01-10 00:00:00
1594,PO-NET-00001594,2023-03-03,0,180,,94,CONTRACT,CANCELLED,2,NET45,CIF,3,,5,8145961.99,VR-00001594,NETSUITE_SUBSIDIARY_1,2023-03-03 00:00:00,,True,SYSTEM,2023-03-03 00:00:00,SYSTEM,2023-03-03 00:00:00
1595,PO-SAP-00001595,2024-04-04,0,5,,88,BLANKET,APPROVED,5,NET30,DDP,7,,5,5143798.79,VR-00001595,SAP_SPAIN,2024-04-04 00:00:00,,True,SYSTEM,2024-04-04 00:00:00,SYSTEM,2024-04-04 00:00:00
1596,PO-BIO-00001596,2024-03-25,0,148,,30,STANDARD,CLOSED,1,NET60,CIF,7,,7,858250.25,VR-00001596,BIOFLOW_MANUFACTURING,2024-03-25 00:00:00,,True,SYSTEM,2024-03-25 00:00:00,SYSTEM,2024-03-25 00:00:00
1597,PO-BIO-00001597,2023-05-17,0,49,,63,CONTRACT,OPEN,1,NET45,CIF,1,,7,5921622.84,VR-00001597,BIOFLOW_RESEARCH,2023-05-17 00:00:00,,True,SYSTEM,2023-05-17 00:00:00,SYSTEM,2023-05-17 00:00:00
1598,PO-SAP-00001598,2023-11-03,0,187,,22,BLANKET,CANCELLED,1,NET45,EXW,4,,3,4920596.11,VR-00001598,SAP_FRANCE,2023-11-03 00:00:00,,True,SYSTEM,2023-11-03 00:00:00,SYSTEM,2023-11-03 00:00:00
1599,PO-BIO-00001599,2024-09-28,0,46,,81,STANDARD,CLOSED,2,NET30,FOB,1,,1,416394.88,VR-00001599,BIOFLOW_RESEARCH,2024-09-28 00:00:00,,True,SYSTEM,2024-09-28 00:00:00,SYSTEM,2024-09-28 00:00:00
1600,PO-SAP-00001600,2024-07-31,0,25,,49,STANDARD,OPEN,1,NET45,FOB,8,,7,6481822.16,VR-00001600,SAP_US_EAST,2024-07-31 00:00:00,,True,SYSTEM,2024-07-31 00:00:00,SYSTEM,2024-07-31 00:00:00
1601,PO-NET-00001601,2023-07-09,0,53,,49,BLANKET,OPEN,5,NET60,EXW,5,,6,5617479.82,VR-00001601,NETSUITE_SUBSIDIARY_2,2023-07-09 00:00:00,,True,SYSTEM,2023-07-09 00:00:00,SYSTEM,2023-07-09 00:00:00
1602,PO-CUS-00001602,2023-12-04,0,130,,93,CONTRACT,OPEN,5,NET45,CIF,2,,4,97778.46,VR-00001602,CUSTOM_WMS_1,2023-12-04 00:00:00,,True,SYSTEM,2023-12-04 00:00:00,SYSTEM,2023-12-04 00:00:00
1603,PO-ORA-00001603,2024-02-17,0,109,,38,CONTRACT,OPEN,2,NET60,EXW,3,,3,9438111.85,VR-00001603,ORACLE_MANUFACTURING,2024-02-17 00:00:00,,True,SYSTEM,2024-02-17 00:00:00,SYSTEM,2024-02-17 00:00:00
1604,PO-INF-00001604,2023-02-22,0,9,,63,STANDARD,CANCELLED,3,NET60,DDP,5,,4,4796378.1,VR-00001604,INFOR_DIV_3,2023-02-22 00:00:00,,True,SYSTEM,2023-02-22 00:00:00,SYSTEM,2023-02-22 00:00:00
1605,PO-BAA-00001605,2024-03-25,0,191,,76,STANDARD,APPROVED,2,NET60,CIF,3,,4,8011540.94,VR-00001605,BAAN_PLANT_1,2024-03-25 00:00:00,,True,SYSTEM,2024-03-25 00:00:00,SYSTEM,2024-03-25 00:00:00
1606,PO-SAP-00001606,2023-08-03,0,193,,10,BLANKET,CLOSED,1,NET60,CIF,5,,6,9363195.41,VR-00001606,SAP_US_WEST,2023-08-03 00:00:00,,True,SYSTEM,2023-08-03 00:00:00,SYSTEM,2023-08-03 00:00:00
1607,PO-BIO-00001607,2024-09-16,0,182,,72,CONTRACT,APPROVED,2,NET45,CIF,3,,1,5531609.42,VR-00001607,BIOFLOW_MANUFACTURING,2024-09-16 00:00:00,,True,SYSTEM,2024-09-16 00:00:00,SYSTEM,2024-09-16 00:00:00
1608,PO-CUS-00001608,2024-08-04,0,6,,39,BLANKET,OPEN,5,NET45,DDP,3,,5,15968991.53,VR-00001608,CUSTOM_WMS_1,2024-08-04 00:00:00,,True,SYSTEM,2024-08-04 00:00:00,SYSTEM,2024-08-04 00:00:00
1609,PO-SAP-00001609,2024-04-22,0,143,,13,STANDARD,APPROVED,3,NET30,FOB,1,,7,6721913.62,VR-00001609,SAP_INDIA,2024-04-22 00:00:00,,True,SYSTEM,2024-04-22 00:00:00,SYSTEM,2024-04-22 00:00:00
1610,PO-LEG-00001610,2023-04-12,0,181,,76,STANDARD,APPROVED,5,NET60,CIF,7,,5,10622505.0,VR-00001610,LEGACY_MAINFRAME,2023-04-12 00:00:00,,True,SYSTEM,2023-04-12 00:00:00,SYSTEM,2023-04-12 00:00:00
1611,PO-DYN-00001611,2024-10-12,0,168,,90,BLANKET,CLOSED,5,NET45,EXW,4,,2,12249509.74,VR-00001611,DYNAMICS_NAV_1,2024-10-12 00:00:00,,True,SYSTEM,2024-10-12 00:00:00,SYSTEM,2024-10-12 00:00:00
1612,PO-BIO-00001612,2024-11-30,0,47,,51,CONTRACT,CANCELLED,3,NET45,DDP,1,,6,5794915.1,VR-00001612,BIOFLOW_MANUFACTURING,2024-11-30 00:00:00,,True,SYSTEM,2024-11-30 00:00:00,SYSTEM,2024-11-30 00:00:00
1613,PO-SAG-00001613,2023-01-14,0,2,,7,CONTRACT,CLOSED,3,NET60,EXW,8,,4,3382933.26,VR-00001613,SAGE_OFFICE_3,2023-01-14 00:00:00,,True,SYSTEM,2023-01-14 00:00:00,SYSTEM,2023-01-14 00:00:00
1614,PO-LEG-00001614,2023-06-08,0,92,,67,CONTRACT,OPEN,3,NET60,DDP,7,,6,680017.14,VR-00001614,LEGACY_AS400_1,2023-06-08 00:00:00,,True,SYSTEM,2023-06-08 00:00:00,SYSTEM,2023-06-08 00:00:00
1615,PO-SAP-00001615,2024-04-12,0,62,,19,STANDARD,OPEN,3,NET45,FOB,6,,4,2235358.35,VR-00001615,SAP_CANADA,2024-04-12 00:00:00,,True,SYSTEM,2024-04-12 00:00:00,SYSTEM,2024-04-12 00:00:00
1616,PO-BIO-00001616,2024-05-20,0,105,,54,STANDARD,CLOSED,1,NET60,FOB,4,,2,13302101.94,VR-00001616,BIOFLOW_LAB_US,2024-05-20 00:00:00,,True,SYSTEM,2024-05-20 00:00:00,SYSTEM,2024-05-20 00:00:00
1617,PO-BAA-00001617,2024-11-07,0,151,,59,STANDARD,APPROVED,2,NET60,CIF,3,,4,7758046.43,VR-00001617,BAAN_PLANT_1,2024-11-07 00:00:00,,True,SYSTEM,2024-11-07 00:00:00,SYSTEM,2024-11-07 00:00:00
1618,PO-BIO-00001618,2024-09-27,0,78,,5,STANDARD,CLOSED,2,NET45,EXW,4,,1,5180422.41,VR-00001618,BIOFLOW_LAB_US,2024-09-27 00:00:00,,True,SYSTEM,2024-09-27 00:00:00,SYSTEM,2024-09-27 00:00:00
1619,PO-SAG-00001619,2023-03-19,0,90,,93,STANDARD,CLOSED,2,NET30,FOB,8,,5,676429.97,VR-00001619,SAGE_OFFICE_3,2023-03-19 00:00:00,,True,SYSTEM,2023-03-19 00:00:00,SYSTEM,2023-03-19 00:00:00
1620,PO-EPI-00001620,2024-05-23,0,34,,20,CONTRACT,OPEN,3,NET45,DDP,3,,3,7424306.41,VR-00001620,EPICOR_SITE_C,2024-05-23 00:00:00,,True,SYSTEM,2024-05-23 00:00:00,SYSTEM,2024-05-23 00:00:00
1621,PO-BIO-00001621,2024-07-10,0,62,,52,BLANKET,OPEN,3,NET30,DDP,5,,1,4665365.04,VR-00001621,BIOFLOW_LAB_EU,2024-07-10 00:00:00,,True,SYSTEM,2024-07-10 00:00:00,SYSTEM,2024-07-10 00:00:00
1622,PO-BIO-00001622,2023-11-28,0,61,,13,BLANKET,APPROVED,1,NET60,FOB,1,,6,11960780.62,VR-00001622,BIOFLOW_RESEARCH,2023-11-28 00:00:00,,True,SYSTEM,2023-11-28 00:00:00,SYSTEM,2023-11-28 00:00:00
1623,PO-BAA-00001623,2024-09-20,0,170,,11,BLANKET,OPEN,3,NET30,FOB,2,,1,2317787.73,VR-00001623,BAAN_PLANT_1,2024-09-20 00:00:00,,True,SYSTEM,2024-09-20 00:00:00,SYSTEM,2024-09-20 00:00:00
1624,PO-NET-00001624,2023-12-26,0,170,,33,CONTRACT,CANCELLED,3,NET60,DDP,1,,3,7287932.55,VR-00001624,NETSUITE_SUBSIDIARY_2,2023-12-26 00:00:00,,True,SYSTEM,2023-12-26 00:00:00,SYSTEM,2023-12-26 00:00:00
1625,PO-SAP-00001625,2024-11-01,0,128,,88,STANDARD,APPROVED,1,NET30,EXW,2,,7,3310459.57,VR-00001625,SAP_US_EAST,2024-11-01 00:00:00,,True,SYSTEM,2024-11-01 00:00:00,SYSTEM,2024-11-01 00:00:00
1626,PO-SAP-00001626,2023-07-29,0,22,,43,STANDARD,OPEN,5,NET30,CIF,6,,5,8902037.11,VR-00001626,SAP_AUSTRALIA,2023-07-29 00:00:00,,True,SYSTEM,2023-07-29 00:00:00,SYSTEM,2023-07-29 00:00:00
1627,PO-SAP-00001627,2024-09-11,0,61,,38,CONTRACT,APPROVED,5,NET60,DDP,6,,4,8858285.28,VR-00001627,SAP_US_EAST,2024-09-11 00:00:00,,True,SYSTEM,2024-09-11 00:00:00,SYSTEM,2024-09-11 00:00:00
1628,PO-CUS-00001628,2023-07-14,0,1,,58,BLANKET,APPROVED,2,NET30,FOB,4,,7,32019.68,VR-00001628,CUSTOM_WMS_1,2023-07-14 00:00:00,,True,SYSTEM,2023-07-14 00:00:00,SYSTEM,2023-07-14 00:00:00
1629,PO-BIO-00001629,2023-06-26,0,178,,19,STANDARD,APPROVED,5,NET45,DDP,4,,7,4766623.59,VR-00001629,BIOFLOW_MANUFACTURING,2023-06-26 00:00:00,,True,SYSTEM,2023-06-26 00:00:00,SYSTEM,2023-06-26 00:00:00
1630,PO-SAP-00001630,2024-09-22,0,101,,37,CONTRACT,OPEN,3,NET45,DDP,4,,5,10870537.84,VR-00001630,SAP_GERMANY,2024-09-22 00:00:00,,True,SYSTEM,2024-09-22 00:00:00,SYSTEM,2024-09-22 00:00:00
1631,PO-BIO-00001631,2024-01-04,0,180,,47,CONTRACT,CLOSED,3,NET30,CIF,7,,6,3365239.21,VR-00001631,BIOFLOW_RESEARCH,2024-01-04 00:00:00,,True,SYSTEM,2024-01-04 00:00:00,SYSTEM,2024-01-04 00:00:00
1632,PO-BAA-00001632,2024-02-26,0,18,,56,STANDARD,CANCELLED,1,NET45,DDP,4,,4,1273942.8,VR-00001632,BAAN_PLANT_1,2024-02-26 00:00:00,,True,SYSTEM,2024-02-26 00:00:00,SYSTEM,2024-02-26 00:00:00
1633,PO-NET-00001633,2024-01-09,0,32,,73,CONTRACT,OPEN,5,NET30,FOB,3,,3,12543448.59,VR-00001633,NETSUITE_SUBSIDIARY_2,2024-01-09 00:00:00,,True,SYSTEM,2024-01-09 00:00:00,SYSTEM,2024-01-09 00:00:00
1634,PO-JDE-00001634,2023-11-04,0,135,,83,CONTRACT,CLOSED,3,NET45,EXW,5,,1,3770684.98,VR-00001634,JDE_LEGACY_1,2023-11-04 00:00:00,,True,SYSTEM,2023-11-04 00:00:00,SYSTEM,2023-11-04 00:00:00
1635,PO-DYN-00001635,2024-06-18,0,21,,35,STANDARD,OPEN,2,NET45,CIF,5,,3,8685962.59,VR-00001635,DYNAMICS_NAV_2,2024-06-18 00:00:00,,True,SYSTEM,2024-06-18 00:00:00,SYSTEM,2024-06-18 00:00:00
1636,PO-ORA-00001636,2023-12-17,0,66,,33,CONTRACT,OPEN,2,NET45,DDP,5,,7,4744230.82,VR-00001636,ORACLE_APAC_HQ,2023-12-17 00:00:00,,True,SYSTEM,2023-12-17 00:00:00,SYSTEM,2023-12-17 00:00:00
1637,PO-DYN-00001637,2024-11-04,0,159,,37,STANDARD,CANCELLED,2,NET60,EXW,5,,5,2205999.71,VR-00001637,DYNAMICS_AX_1,2024-11-04 00:00:00,,True,SYSTEM,2024-11-04 00:00:00,SYSTEM,2024-11-04 00:00:00
1638,PO-DYN-00001638,2023-06-05,0,183,,69,BLANKET,OPEN,1,NET30,EXW,8,,7,1928793.98,VR-00001638,DYNAMICS_NAV_1,2023-06-05 00:00:00,,True,SYSTEM,2023-06-05 00:00:00,SYSTEM,2023-06-05 00:00:00
1639,PO-SAP-00001639,2024-10-20,0,9,,85,CONTRACT,CANCELLED,1,NET45,CIF,6,,5,5033423.04,VR-00001639,SAP_INDIA,2024-10-20 00:00:00,,True,SYSTEM,2024-10-20 00:00:00,SYSTEM,2024-10-20 00:00:00
1640,PO-SAP-00001640,2023-03-10,0,162,,51,STANDARD,OPEN,1,NET45,DDP,4,,2,7635524.41,VR-00001640,SAP_GERMANY,2023-03-10 00:00:00,,True,SYSTEM,2023-03-10 00:00:00,SYSTEM,2023-03-10 00:00:00
1641,PO-BIO-00001641,2024-02-29,0,143,,66,CONTRACT,OPEN,5,NET45,CIF,5,,5,5618105.55,VR-00001641,BIOFLOW_MANUFACTURING,2024-02-29 00:00:00,,True,SYSTEM,2024-02-29 00:00:00,SYSTEM,2024-02-29 00:00:00
1642,PO-SAP-00001642,2023-03-30,0,178,,16,BLANKET,OPEN,5,NET60,DDP,4,,5,18988.08,VR-00001642,SAP_US_EAST,2023-03-30 00:00:00,,True,SYSTEM,2023-03-30 00:00:00,SYSTEM,2023-03-30 00:00:00
1643,PO-SAP-00001643,2024-06-02,0,110,,60,CONTRACT,OPEN,5,NET45,CIF,1,,7,12779061.48,VR-00001643,SAP_ITALY,2024-06-02 00:00:00,,True,SYSTEM,2024-06-02 00:00:00,SYSTEM,2024-06-02 00:00:00
1644,PO-NET-00001644,2023-11-21,0,164,,94,BLANKET,CANCELLED,1,NET30,CIF,8,,7,116958.87,VR-00001644,NETSUITE_SUBSIDIARY_1,2023-11-21 00:00:00,,True,SYSTEM,2023-11-21 00:00:00,SYSTEM,2023-11-21 00:00:00
1645,PO-EPI-00001645,2024-06-08,0,3,,70,STANDARD,OPEN,2,NET45,CIF,8,,1,7921506.47,VR-00001645,EPICOR_SITE_C,2024-06-08 00:00:00,,True,SYSTEM,2024-06-08 00:00:00,SYSTEM,2024-06-08 00:00:00
1646,PO-CUS-00001646,2023-01-07,0,91,,51,STANDARD,CLOSED,3,NET30,EXW,4,,5,667644.96,VR-00001646,CUSTOM_WMS_1,2023-01-07 00:00:00,,True,SYSTEM,2023-01-07 00:00:00,SYSTEM,2023-01-07 00:00:00
1647,PO-JDE-00001647,2023-08-12,0,78,,43,STANDARD,APPROVED,1,NET60,CIF,2,,1,11516415.43,VR-00001647,JDE_LEGACY_1,2023-08-12 00:00:00,,True,SYSTEM,2023-08-12 00:00:00,SYSTEM,2023-08-12 00:00:00
1648,PO-INF-00001648,2024-03-21,0,13,,3,STANDARD,CLOSED,5,NET60,DDP,6,,5,4114759.33,VR-00001648,INFOR_DIV_2,2024-03-21 00:00:00,,True,SYSTEM,2024-03-21 00:00:00,SYSTEM,2024-03-21 00:00:00
1649,PO-BIO-00001649,2024-07-25,0,134,,7,STANDARD,CLOSED,5,NET60,CIF,4,,4,10831652.39,VR-00001649,BIOFLOW_LAB_EU,2024-07-25 00:00:00,,True,SYSTEM,2024-07-25 00:00:00,SYSTEM,2024-07-25 00:00:00
1650,PO-ORA-00001650,2023-07-25,0,124,,46,CONTRACT,CLOSED,1,NET30,FOB,2,,2,9830127.48,VR-00001650,ORACLE_DISTRIBUTION,2023-07-25 00:00:00,,True,SYSTEM,2023-07-25 00:00:00,SYSTEM,2023-07-25 00:00:00
1651,PO-JDE-00001651,2023-03-13,0,182,,88,BLANKET,OPEN,3,NET60,CIF,5,,2,5897994.39,VR-00001651,JDE_LEGACY_2,2023-03-13 00:00:00,,True,SYSTEM,2023-03-13 00:00:00,SYSTEM,2023-03-13 00:00:00
1652,PO-SAP-00001652,2023-08-15,0,145,,41,CONTRACT,OPEN,3,NET30,EXW,5,,6,10238002.87,VR-00001652,SAP_US_WEST,2023-08-15 00:00:00,,True,SYSTEM,2023-08-15 00:00:00,SYSTEM,2023-08-15 00:00:00
1653,PO-SAG-00001653,2023-09-05,0,75,,7,BLANKET,APPROVED,1,NET30,FOB,2,,3,6862096.78,VR-00001653,SAGE_OFFICE_1,2023-09-05 00:00:00,,True,SYSTEM,2023-09-05 00:00:00,SYSTEM,2023-09-05 00:00:00
1654,PO-BIO-00001654,2024-06-06,0,55,,86,BLANKET,CLOSED,2,NET60,EXW,2,,7,7487387.37,VR-00001654,BIOFLOW_LAB_ASIA,2024-06-06 00:00:00,,True,SYSTEM,2024-06-06 00:00:00,SYSTEM,2024-06-06 00:00:00
1655,PO-SAP-00001655,2023-01-17,0,126,,60,BLANKET,APPROVED,2,NET30,EXW,5,,2,11046496.74,VR-00001655,SAP_US_WEST,2023-01-17 00:00:00,,True,SYSTEM,2023-01-17 00:00:00,SYSTEM,2023-01-17 00:00:00
1656,PO-SAG-00001656,2024-09-26,0,95,,92,CONTRACT,OPEN,3,NET45,DDP,5,,2,5452365.82,VR-00001656,SAGE_OFFICE_3,2024-09-26 00:00:00,,True,SYSTEM,2024-09-26 00:00:00,SYSTEM,2024-09-26 00:00:00
1657,PO-SAP-00001657,2023-04-27,0,41,,2,BLANKET,OPEN,2,NET60,DDP,8,,4,1544261.98,VR-00001657,SAP_US_EAST,2023-04-27 00:00:00,,True,SYSTEM,2023-04-27 00:00:00,SYSTEM,2023-04-27 00:00:00
1658,PO-ORA-00001658,2023-01-12,0,111,,25,BLANKET,OPEN,3,NET45,EXW,2,,2,852386.55,VR-00001658,ORACLE_EMEA_HQ,2023-01-12 00:00:00,,True,SYSTEM,2023-01-12 00:00:00,SYSTEM,2023-01-12 00:00:00
1659,PO-SAP-00001659,2023-02-23,0,188,,68,STANDARD,CANCELLED,1,NET45,FOB,2,,4,15287593.93,VR-00001659,SAP_INDIA,2023-02-23 00:00:00,,True,SYSTEM,2023-02-23 00:00:00,SYSTEM,2023-02-23 00:00:00
1660,PO-EPI-00001660,2023-12-11,0,152,,11,STANDARD,OPEN,3,NET30,DDP,8,,4,7375623.21,VR-00001660,EPICOR_SITE_B,2023-12-11 00:00:00,,True,SYSTEM,2023-12-11 00:00:00,SYSTEM,2023-12-11 00:00:00
1661,PO-EPI-00001661,2024-01-16,0,186,,58,STANDARD,OPEN,3,NET60,DDP,1,,1,2331643.48,VR-00001661,EPICOR_SITE_B,2024-01-16 00:00:00,,True,SYSTEM,2024-01-16 00:00:00,SYSTEM,2024-01-16 00:00:00
1662,PO-DYN-00001662,2023-08-12,0,18,,21,STANDARD,OPEN,2,NET60,DDP,3,,5,1968987.08,VR-00001662,DYNAMICS_NAV_1,2023-08-12 00:00:00,,True,SYSTEM,2023-08-12 00:00:00,SYSTEM,2023-08-12 00:00:00
1663,PO-SAP-00001663,2023-03-31,0,56,,66,BLANKET,CANCELLED,5,NET60,DDP,6,,1,4156497.25,VR-00001663,SAP_JAPAN,2023-03-31 00:00:00,,True,SYSTEM,2023-03-31 00:00:00,SYSTEM,2023-03-31 00:00:00
1664,PO-SAP-00001664,2023-06-06,0,152,,58,BLANKET,OPEN,5,NET60,EXW,6,,6,9996135.01,VR-00001664,SAP_GERMANY,2023-06-06 00:00:00,,True,SYSTEM,2023-06-06 00:00:00,SYSTEM,2023-06-06 00:00:00
1665,PO-CUS-00001665,2024-03-20,0,127,,28,BLANKET,CLOSED,3,NET60,DDP,2,,4,10517505.06,VR-00001665,CUSTOM_MES_2,2024-03-20 00:00:00,,True,SYSTEM,2024-03-20 00:00:00,SYSTEM,2024-03-20 00:00:00
1666,PO-EPI-00001666,2024-08-27,0,192,,20,CONTRACT,CANCELLED,1,NET45,FOB,1,,2,7898785.92,VR-00001666,EPICOR_SITE_B,2024-08-27 00:00:00,,True,SYSTEM,2024-08-27 00:00:00,SYSTEM,2024-08-27 00:00:00
1667,PO-SAG-00001667,2023-07-18,0,184,,83,BLANKET,OPEN,3,NET60,FOB,3,,3,3548899.0,VR-00001667,SAGE_OFFICE_3,2023-07-18 00:00:00,,True,SYSTEM,2023-07-18 00:00:00,SYSTEM,2023-07-18 00:00:00
1668,PO-BIO-00001668,2023-10-03,0,48,,19,BLANKET,CANCELLED,3,NET30,FOB,7,,5,3639179.31,VR-00001668,BIOFLOW_LAB_EU,2023-10-03 00:00:00,,True,SYSTEM,2023-10-03 00:00:00,SYSTEM,2023-10-03 00:00:00
1669,PO-CUS-00001669,2024-05-24,0,36,,76,STANDARD,OPEN,1,NET45,EXW,5,,1,9952122.22,VR-00001669,CUSTOM_MES_2,2024-05-24 00:00:00,,True,SYSTEM,2024-05-24 00:00:00,SYSTEM,2024-05-24 00:00:00
1670,PO-DYN-00001670,2024-09-28,0,97,,95,CONTRACT,CANCELLED,3,NET60,DDP,4,,1,494307.59,VR-00001670,DYNAMICS_NAV_2,2024-09-28 00:00:00,,True,SYSTEM,2024-09-28 00:00:00,SYSTEM,2024-09-28 00:00:00
1671,PO-JDE-00001671,2024-10-17,0,67,,36,BLANKET,OPEN,3,NET30,EXW,7,,5,6023641.92,VR-00001671,JDE_LEGACY_3,2024-10-17 00:00:00,,True,SYSTEM,2024-10-17 00:00:00,SYSTEM,2024-10-17 00:00:00
1672,PO-SAG-00001672,2023-09-18,0,118,,74,STANDARD,APPROVED,5,NET45,EXW,7,,5,1396228.8,VR-00001672,SAGE_OFFICE_3,2023-09-18 00:00:00,,True,SYSTEM,2023-09-18 00:00:00,SYSTEM,2023-09-18 00:00:00
1673,PO-INF-00001673,2023-11-12,0,82,,51,STANDARD,CANCELLED,1,NET30,DDP,1,,5,11821238.75,VR-00001673,INFOR_DIV_2,2023-11-12 00:00:00,,True,SYSTEM,2023-11-12 00:00:00,SYSTEM,2023-11-12 00:00:00
1674,PO-SAP-00001674,2023-05-04,0,27,,34,STANDARD,OPEN,2,NET45,CIF,6,,6,9600287.63,VR-00001674,SAP_CHINA,2023-05-04 00:00:00,,True,SYSTEM,2023-05-04 00:00:00,SYSTEM,2023-05-04 00:00:00
1675,PO-BIO-00001675,2024-07-26,0,42,,37,STANDARD,OPEN,3,NET60,DDP,5,,5,3081687.4,VR-00001675,BIOFLOW_LAB_EU,2024-07-26 00:00:00,,True,SYSTEM,2024-07-26 00:00:00,SYSTEM,2024-07-26 00:00:00
1676,PO-SAP-00001676,2023-08-18,0,120,,62,CONTRACT,APPROVED,5,NET45,FOB,4,,5,5822314.51,VR-00001676,SAP_CANADA,2023-08-18 00:00:00,,True,SYSTEM,2023-08-18 00:00:00,SYSTEM,2023-08-18 00:00:00
1677,PO-ORA-00001677,2023-12-29,0,90,,54,BLANKET,APPROVED,5,NET60,CIF,1,,4,1371055.73,VR-00001677,ORACLE_AMER_HQ,2023-12-29 00:00:00,,True,SYSTEM,2023-12-29 00:00:00,SYSTEM,2023-12-29 00:00:00
1678,PO-CUS-00001678,2023-08-14,0,153,,6,BLANKET,OPEN,3,NET45,EXW,8,,2,9193044.47,VR-00001678,CUSTOM_MES_2,2023-08-14 00:00:00,,True,SYSTEM,2023-08-14 00:00:00,SYSTEM,2023-08-14 00:00:00
1679,PO-SAP-00001679,2023-12-07,0,143,,72,STANDARD,CANCELLED,2,NET60,FOB,1,,3,4776124.62,VR-00001679,SAP_US_EAST,2023-12-07 00:00:00,,True,SYSTEM,2023-12-07 00:00:00,SYSTEM,2023-12-07 00:00:00
1680,PO-SAP-00001680,2024-05-30,0,63,,100,BLANKET,CLOSED,3,NET60,FOB,3,,3,4250831.29,VR-00001680,SAP_FRANCE,2024-05-30 00:00:00,,True,SYSTEM,2024-05-30 00:00:00,SYSTEM,2024-05-30 00:00:00
1681,PO-EPI-00001681,2024-09-11,0,5,,18,CONTRACT,CLOSED,3,NET30,CIF,7,,4,4942234.7,VR-00001681,EPICOR_SITE_B,2024-09-11 00:00:00,,True,SYSTEM,2024-09-11 00:00:00,SYSTEM,2024-09-11 00:00:00
1682,PO-SAP-00001682,2024-06-21,0,74,,81,CONTRACT,CANCELLED,2,NET60,EXW,6,,4,991698.24,VR-00001682,SAP_US_EAST,2024-06-21 00:00:00,,True,SYSTEM,2024-06-21 00:00:00,SYSTEM,2024-06-21 00:00:00
1683,PO-SAP-00001683,2023-03-08,0,94,,74,STANDARD,APPROVED,5,NET30,FOB,8,,2,7999917.75,VR-00001683,SAP_CHINA,2023-03-08 00:00:00,,True,SYSTEM,2023-03-08 00:00:00,SYSTEM,2023-03-08 00:00:00
1684,PO-LEG-00001684,2024-05-30,0,135,,93,BLANKET,CLOSED,3,NET60,EXW,3,,3,9128499.44,VR-00001684,LEGACY_AS400_2,2024-05-30 00:00:00,,True,SYSTEM,2024-05-30 00:00:00,SYSTEM,2024-05-30 00:00:00
1685,PO-SAP-00001685,2023-05-18,0,78,,86,STANDARD,OPEN,5,NET45,CIF,7,,7,8085845.47,VR-00001685,SAP_ITALY,2023-05-18 00:00:00,,True,SYSTEM,2023-05-18 00:00:00,SYSTEM,2023-05-18 00:00:00
