DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
112,53,REGULATORY,Regulatory Compliance Certificate - Dynamic Alloys Engineering,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-217651
Issued To: Dynamic Alloys Engineering
Effective Date: 2023-11-28
Expiration Date: 2025-04-12

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-10-24
Inspection Result: VAI
Form 483 Observations: 1

WARNING LETTERS:
Warning letter dated 2023-06-01 regarding contamination controls

This certificate confirms that Dynamic Alloys Engineering maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Dynamic Alloys Engineering including FDA, ISO, and GMP certifications.",2023-11-28,2025-04-12,ACTIVE,/documents/regulatory/53/112.pdf,391116,SYSTEM,2023-11-28 00:00:00,SYSTEM,2023-11-28 00:00:00
113,54,AUDIT,Quality Audit Report - Precision Pneumatic Materials,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Precision Pneumatic Materials
Audit Date: 2023-03-31
Audit Type: Annual
Auditor: Auditor-4

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Good
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.33
   - Equipment Calibration: Past Due
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Limited
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 2 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-03-30","Quality audit findings for Precision Pneumatic Materials covering QMS, manufacturing, and compliance.",2023-03-31,2025-01-30,ACTIVE,/documents/audit/54/113.pdf,55943,SYSTEM,2023-03-31 00:00:00,SYSTEM,2023-03-31 00:00:00
114,54,AUDIT,Quality Audit Report - Precision Pneumatic Materials,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Precision Pneumatic Materials
Audit Date: 2023-12-25
Audit Type: Annual
Auditor: Auditor-46

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Excellent
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.37
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 4 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-12-24","Quality audit findings for Precision Pneumatic Materials covering QMS, manufacturing, and compliance.",2023-12-25,2026-05-10,ACTIVE,/documents/audit/54/114.pdf,194393,SYSTEM,2023-12-25 00:00:00,SYSTEM,2023-12-25 00:00:00
115,54,REGULATORY,Regulatory Compliance Certificate - Precision Pneumatic Materials,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-683868
Issued To: Precision Pneumatic Materials
Effective Date: 2023-07-26
Expiration Date: 2026-06-10

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-09-17
Inspection Result: VAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Precision Pneumatic Materials maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Precision Pneumatic Materials including FDA, ISO, and GMP certifications.",2023-07-26,2026-06-10,ACTIVE,/documents/regulatory/54/115.pdf,479660,SYSTEM,2023-07-26 00:00:00,SYSTEM,2023-07-26 00:00:00
116,55,CONTRACT,Master Supply Agreement - Atlantic Composite Co.,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Atlantic Composite Co. (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-01-10.

2. PRICING: 
   - Base unit price: $9037.79 per unit
   - Annual price adjustment: Maximum 6% based on commodity index
   - Volume discounts: 6% for orders exceeding 3336 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 25 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 93%

5. QUALITY:
   - Acceptance rate target: 98%
   - Inspection requirements: Both
   - Warranty period: 14 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 56 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Atlantic Composite Co. covering pricing, delivery, quality, and indemnification terms.",2023-01-10,2025-10-02,ACTIVE,/documents/contract/55/116.pdf,282213,SYSTEM,2023-01-10 00:00:00,SYSTEM,2023-01-10 00:00:00
117,55,CONTRACT,Master Supply Agreement - Atlantic Composite Co.,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Atlantic Composite Co. (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-11-11.

2. PRICING: 
   - Base unit price: $545.75 per unit
   - Annual price adjustment: Maximum 7% based on commodity index
   - Volume discounts: 11% for orders exceeding 6913 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 56 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 94%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Source
   - Warranty period: 30 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 47 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Atlantic Composite Co. covering pricing, delivery, quality, and indemnification terms.",2023-11-11,2026-01-03,ACTIVE,/documents/contract/55/117.pdf,262050,SYSTEM,2023-11-11 00:00:00,SYSTEM,2023-11-11 00:00:00
118,56,COMPLIANCE,Regulatory Compliance Certificate - Summit Alloys Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-603753
Issued To: Summit Alloys Components
Effective Date: 2023-08-29
Expiration Date: 2026-08-27

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-03-14
Inspection Result: VAI
Form 483 Observations: 2

WARNING LETTERS:
No warning letters on file

This certificate confirms that Summit Alloys Components maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Summit Alloys Components including FDA, ISO, and GMP certifications.",2023-08-29,2026-08-27,ACTIVE,/documents/compliance/56/118.pdf,255470,SYSTEM,2023-08-29 00:00:00,SYSTEM,2023-08-29 00:00:00
119,56,COMPLIANCE,Regulatory Compliance Certificate - Summit Alloys Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-155893
Issued To: Summit Alloys Components
Effective Date: 2023-10-12
Expiration Date: 2026-02-06

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-5436175
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-07-15
Inspection Result: No Observations
Form 483 Observations: 2

WARNING LETTERS:
No warning letters on file

This certificate confirms that Summit Alloys Components maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Summit Alloys Components including FDA, ISO, and GMP certifications.",2023-10-12,2026-02-06,ACTIVE,/documents/compliance/56/119.pdf,138766,SYSTEM,2023-10-12 00:00:00,SYSTEM,2023-10-12 00:00:00
120,57,CONTRACT,Master Supply Agreement - Pacific Electronic Inc,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Pacific Electronic Inc (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-08-27.

2. PRICING: 
   - Base unit price: $3930.91 per unit
   - Annual price adjustment: Maximum 6% based on commodity index
   - Volume discounts: 8% for orders exceeding 5924 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 35 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 98%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Receiving
   - Warranty period: 33 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 32 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Pacific Electronic Inc covering pricing, delivery, quality, and indemnification terms.",2023-08-27,2026-04-18,ACTIVE,/documents/contract/57/120.pdf,407292,SYSTEM,2023-08-27 00:00:00,SYSTEM,2023-08-27 00:00:00
121,57,COMPLIANCE,Regulatory Compliance Certificate - Pacific Electronic Inc,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-832743
Issued To: Pacific Electronic Inc
Effective Date: 2023-06-19
Expiration Date: 2024-10-07

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-7931265
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-09-10
Inspection Result: NAI
Form 483 Observations: 4

WARNING LETTERS:
No warning letters on file

This certificate confirms that Pacific Electronic Inc maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Pacific Electronic Inc including FDA, ISO, and GMP certifications.",2023-06-19,2024-10-07,ACTIVE,/documents/compliance/57/121.pdf,185596,SYSTEM,2023-06-19 00:00:00,SYSTEM,2023-06-19 00:00:00
122,57,AUDIT,Quality Audit Report - Pacific Electronic Inc,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Pacific Electronic Inc
Audit Date: 2023-07-08
Audit Type: Surveillance
Auditor: Auditor-4

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Needs Improvement
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.03
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Partial
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 2 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-07-07","Quality audit findings for Pacific Electronic Inc covering QMS, manufacturing, and compliance.",2023-07-08,2025-03-25,ACTIVE,/documents/audit/57/122.pdf,474607,SYSTEM,2023-07-08 00:00:00,SYSTEM,2023-07-08 00:00:00
123,58,COMPLIANCE,Regulatory Compliance Certificate - Precision Pneumatic Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-481323
Issued To: Precision Pneumatic Components
Effective Date: 2023-07-14
Expiration Date: 2026-04-18

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-05-15
Inspection Result: VAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Precision Pneumatic Components maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Precision Pneumatic Components including FDA, ISO, and GMP certifications.",2023-07-14,2026-04-18,ACTIVE,/documents/compliance/58/123.pdf,303984,SYSTEM,2023-07-14 00:00:00,SYSTEM,2023-07-14 00:00:00
124,58,CONTRACT,Master Supply Agreement - Precision Pneumatic Components,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Precision Pneumatic Components (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-10-01.

2. PRICING: 
   - Base unit price: $8512.67 per unit
   - Annual price adjustment: Maximum 3% based on commodity index
   - Volume discounts: 14% for orders exceeding 1243 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 53 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 90%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Source
   - Warranty period: 35 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 81 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Precision Pneumatic Components covering pricing, delivery, quality, and indemnification terms.",2023-10-01,2025-09-14,ACTIVE,/documents/contract/58/124.pdf,67352,SYSTEM,2023-10-01 00:00:00,SYSTEM,2023-10-01 00:00:00
